X,Y,V,R,T
-9.7089e-11,2.04638e-12,-1.5,-2.0009e-11,-176.37
6.82124e-13,-5.457e-12,-1.4889447236180904,-4.25191e-11,-71.568
3.86538e-12,-7.04861e-12,-1.477889447236181,-4.38833e-11,-51.144
5.00225e-12,-6.13912e-12,-1.4668341708542714,-4.25191e-11,-43.53
5.00225e-12,-6.59386e-12,-1.4557788944723618,-4.25191e-11,-50.856
3.41062e-12,-6.36649e-12,-1.4447236180904524,-4.50202e-11,-55.122
5.91174e-12,-7.50339e-12,-1.4336683417085427,-4.25191e-11,-51.666
4.5475e-12,-6.59386e-12,-1.4226130653266331,-4.27465e-11,-56.61
6.13912e-12,-7.27601e-12,-1.4115577889447235,-4.32012e-11,-48.27
5.68437e-12,-8.18551e-12,-1.400502512562814,-4.29738e-11,-49.638
4.77487e-12,-6.13912e-12,-1.3894472361809045,-4.20644e-11,-50.712
5.91174e-12,-7.50339e-12,-1.3783919597989949,-4.25191e-11,-54.582
4.77487e-12,-6.36649e-12,-1.3673366834170855,-4.34286e-11,-57.618
6.82124e-12,-6.36649e-12,-1.3562814070351759,-4.22917e-11,-45.726
5.68437e-12,-8.18551e-12,-1.3452261306532662,-4.20644e-11,-61.632
7.27601e-12,-8.18551e-12,-1.3341708542713568,-4.25191e-11,-47.934
5.22962e-12,-5.91174e-12,-1.3231155778894472,-4.25191e-11,-55.434
5.22962e-12,-5.00225e-12,-1.3120603015075376,-4.1837e-11,-59.886
6.13912e-12,-6.82124e-12,-1.3010050251256282,-4.16096e-11,-49.086
5.91174e-12,-7.95813e-12,-1.2899497487437186,-4.13822e-11,-42.396
6.36649e-12,-5.22962e-12,-1.278894472361809,-4.29738e-11,-39.522
5.457e-12,-6.82124e-12,-1.2678391959798994,-4.34286e-11,-42.51
7.73076e-12,-5.91174e-12,-1.25678391959799,-4.25191e-11,-45.0
5.00225e-12,-7.50339e-12,-1.2457286432160803,-4.38833e-11,-68.874
6.59386e-12,-7.04861e-12,-1.234673366834171,-4.25191e-11,-39.144
5.22962e-12,-6.82124e-12,-1.2236180904522613,-4.47928e-11,-41.058
7.95813e-12,-7.50339e-12,-1.2125628140703517,-4.1837e-11,-34.506
5.457e-12,-6.36649e-12,-1.201507537688442,-4.41107e-11,-45.0
6.13912e-12,-6.59386e-12,-1.1904522613065327,-4.32012e-11,-46.59
5.22962e-12,-6.59386e-12,-1.179396984924623,-4.20644e-11,-45.0
4.09275e-12,-6.59386e-12,-1.1683417085427137,-4.38833e-11,-50.196
5.457e-12,-7.27601e-12,-1.157286432160804,-4.25191e-11,-48.714
4.32013e-12,-7.04861e-12,-1.1462311557788945,-4.25191e-11,-44.256
5.00225e-12,-7.04861e-12,-1.1351758793969848,-4.3656e-11,-56.976
6.59386e-12,-6.13912e-12,-1.1241206030150752,-4.1837e-11,-45.0
5.457e-12,-8.64026e-12,-1.1130653266331658,-4.25191e-11,-45.0
6.13912e-12,-6.82124e-12,-1.1020100502512562,-4.22917e-11,-42.828
5.68437e-12,-5.91174e-12,-1.0909547738693468,-4.38833e-11,-54.606
5.22962e-12,-6.82124e-12,-1.0798994974874372,-4.22917e-11,-50.064
5.68437e-12,-6.36649e-12,-1.0688442211055276,-4.34286e-11,-45.0
5.91174e-12,-5.91174e-12,-1.057788944723618,-4.27465e-11,-41.184
5.457e-12,-6.59386e-12,-1.0467336683417086,-4.13822e-11,-53.694
6.82124e-12,-5.22962e-12,-1.035678391959799,-4.32012e-11,-43.41
4.77487e-12,-5.91174e-12,-1.0246231155778895,-4.1837e-11,-46.398
8.64026e-12,-5.68437e-12,-1.01356783919598,-4.25191e-11,-44.256
5.457e-12,-6.59386e-12,-1.0025125628140703,-4.22917e-11,-39.936
6.13912e-12,-6.36649e-12,-0.9914572864321608,-4.1837e-11,-47.724
5.68437e-12,-7.50339e-12,-0.9804020100502512,-4.43381e-11,-52.35
5.91174e-12,-6.59386e-12,-0.9693467336683417,-4.25191e-11,-42.768
6.13912e-12,-6.59386e-12,-0.9582914572864322,-4.07001e-11,-53.13
5.22962e-12,-7.27601e-12,-0.9472361809045226,-4.25191e-11,-48.714
5.457e-12,-6.13912e-12,-0.936180904522613,-4.32012e-11,-49.896
6.13912e-12,-8.18551e-12,-0.9251256281407034,-4.07001e-11,-53.13
7.27601e-12,-7.95813e-12,-0.9140703517587939,-4.27465e-11,-50.334
4.32013e-12,-6.82124e-12,-0.9030150753768844,-4.1837e-11,-44.31
5.457e-12,-4.5475e-12,-0.8919597989949748,-4.3656e-11,-41.634
4.5475e-12,-5.91174e-12,-0.8809045226130653,-4.32012e-11,-56.31
5.22962e-12,-6.82124e-12,-0.8698492462311558,-4.32012e-11,-62.406
6.82124e-12,-6.82124e-12,-0.8587939698492462,-4.29738e-11,-46.548
5.22962e-12,-5.00225e-12,-0.8477386934673367,-4.38833e-11,-44.148
4.5475e-12,-7.50339e-12,-0.8366834170854272,-4.13822e-11,-59.196
5.00225e-12,-5.68437e-12,-0.8256281407035175,-4.1837e-11,-46.398
5.91174e-12,-7.04861e-12,-0.814572864321608,-4.27465e-11,-47.292
5.457e-12,-7.04861e-12,-0.8035175879396984,-4.29738e-11,-53.568
3.86538e-12,-5.68437e-12,-0.7924623115577889,-4.41107e-11,-46.788
5.68437e-12,-7.27601e-12,-0.7814070351758794,-4.38833e-11,-61.188
4.5475e-12,-5.00225e-12,-0.7703517587939698,-4.38833e-11,-53.616
4.32013e-12,-5.457e-12,-0.7592964824120603,-4.41107e-11,-55.956
4.5475e-12,-6.82124e-12,-0.7482412060301507,-4.47928e-11,-50.904
4.32013e-12,-7.73076e-12,-0.7371859296482411,-4.59297e-11,-55.842
4.77487e-12,-6.82124e-12,-0.7261306532663316,-4.41107e-11,-56.658
3.63801e-12,-7.04861e-12,-0.715075376884422,-4.38833e-11,-57.996
4.32013e-12,-5.91174e-12,-0.7040201005025125,-4.32012e-11,-58.842
4.77487e-12,-6.36649e-12,-0.692964824120603,-4.50202e-11,-58.782
2.7285e-12,-5.91174e-12,-0.6819095477386934,-4.3656e-11,-65.556
2.7285e-12,-5.22962e-12,-0.6708542713567839,-4.32012e-11,-55.668
4.09275e-12,-3.86538e-12,-0.6597989949748744,-4.43381e-11,-51.546
4.5475e-12,-7.04861e-12,-0.6487437185929648,-4.3656e-11,-59.658
5.00225e-12,-6.59386e-12,-0.6376884422110553,-4.41107e-11,-67.962
2.27375e-12,-6.13912e-12,-0.6266331658291456,-4.57023e-11,-74.052
5.00225e-12,-7.04861e-12,-0.6155778894472361,-4.3656e-11,-59.658
2.50112e-12,-7.04861e-12,-0.6045226130653266,-4.38833e-11,-57.342
3.86538e-12,-6.13912e-12,-0.593467336683417,-4.50202e-11,-46.002
2.7285e-12,-7.50339e-12,-0.5824120603015075,-4.59297e-11,-63.438
4.09275e-12,-6.82124e-12,-0.5713567839195979,-4.25191e-11,-56.022
2.04638e-12,-7.04861e-12,-0.5603015075376884,-4.50202e-11,-73.446
9.09502e-13,-7.50339e-12,-0.5492462311557789,-4.41107e-11,-79.692
1.13688e-12,-7.04861e-12,-0.5381909547738692,-4.52476e-11,-77.796
2.50112e-12,-7.27601e-12,-0.5271356783919597,-4.50202e-11,-78.114
1.13688e-12,-6.13912e-12,-0.5160804020100502,-4.43381e-11,-80.538
9.09502e-13,-7.04861e-12,-0.5050251256281406,-4.41107e-11,-80.958
-2.27375e-13,-6.59386e-12,-0.493969849246231,-4.5475e-11,-91.548
-4.54751e-13,-5.68437e-12,-0.4829145728643216,-4.59297e-11,-105.252
-9.09502e-13,-5.00225e-12,-0.471859296482412,-4.50202e-11,-97.308
4.54751e-13,-7.95813e-12,-0.46080402010050237,-4.5475e-11,-83.832
-1.36425e-12,-6.36649e-12,-0.44974874371859297,-4.41107e-11,-99.042
-1.36425e-12,-4.5475e-12,-0.43869346733668335,-4.47928e-11,-96.954
-3.18325e-12,-6.59386e-12,-0.42763819095477373,-4.41107e-11,-112.038
-6.82124e-13,-6.13912e-12,-0.41658291457286434,-4.45655e-11,-101.04
